match_id,inning,batting_team,bowling_team,over,ball,batsman,non_striker,bowler,is_super_over,wide_runs,bye_runs,legbye_runs,noball_runs,penalty_runs,batsman_runs,extra_runs,total_runs,player_dismissed,dismissal_kind,fielder
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,4,6,CH Gayle,Mandeep Singh,B Kumar,0,0,0,0,0,0,1,0,1,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,4,7,Mandeep Singh,CH Gayle,B Kumar,0,0,0,0,0,0,4,0,4,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,5,1,CH Gayle,Mandeep Singh,BCJ Cutting,0,0,0,0,0,0,0,0,0,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,5,2,CH Gayle,Mandeep Singh,BCJ Cutting,0,0,0,0,0,0,0,0,0,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,5,3,CH Gayle,Mandeep Singh,BCJ Cutting,0,0,0,0,0,0,0,0,0,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,5,4,CH Gayle,Mandeep Singh,BCJ Cutting,0,1,0,0,0,0,0,1,1,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,5,5,CH Gayle,Mandeep Singh,BCJ Cutting,0,0,0,0,0,0,0,0,0,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,5,6,CH Gayle,Mandeep Singh,BCJ Cutting,0,0,0,0,0,0,0,0,0,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,5,7,CH Gayle,Mandeep Singh,BCJ Cutting,0,0,0,0,0,0,4,0,4,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,6,1,Mandeep Singh,CH Gayle,Rashid Khan,0,0,0,0,0,0,0,0,0,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,6,2,Mandeep Singh,CH Gayle,Rashid Khan,0,0,0,0,0,0,4,0,4,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,6,3,Mandeep Singh,CH Gayle,Rashid Khan,0,0,0,0,0,0,0,0,0,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,6,4,Mandeep Singh,CH Gayle,Rashid Khan,0,0,0,0,0,0,0,0,0,Mandeep Singh,bowled,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,6,5,TM Head,CH Gayle,Rashid Khan,0,0,0,0,0,0,2,0,2,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,6,6,TM Head,CH Gayle,Rashid Khan,0,0,0,0,0,0,0,0,0,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,7,1,CH Gayle,TM Head,DJ Hooda,0,0,0,0,0,0,0,0,0,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,7,2,CH Gayle,TM Head,DJ Hooda,0,0,0,0,0,0,6,0,6,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,7,3,CH Gayle,TM Head,DJ Hooda,0,0,0,0,0,0,0,0,0,CH Gayle,caught,DA Warner
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,7,4,TM Head,KM Jadhav,DJ Hooda,0,0,0,0,0,0,0,0,0,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,7,5,TM Head,KM Jadhav,DJ Hooda,0,0,0,0,0,0,1,0,1,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,7,6,KM Jadhav,TM Head,DJ Hooda,0,0,0,0,0,0,0,0,0,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,8,1,TM Head,KM Jadhav,Rashid Khan,0,0,0,0,0,0,4,0,4,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,8,2,TM Head,KM Jadhav,Rashid Khan,0,0,0,0,0,0,2,0,2,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,8,3,TM Head,KM Jadhav,Rashid Khan,0,0,0,0,0,0,1,0,1,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,8,4,KM Jadhav,TM Head,Rashid Khan,0,0,0,0,0,0,1,0,1,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,8,5,TM Head,KM Jadhav,Rashid Khan,0,0,0,0,0,0,1,0,1,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,8,6,KM Jadhav,TM Head,Rashid Khan,0,0,0,0,0,0,4,0,4,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,9,1,TM Head,KM Jadhav,BCJ Cutting,0,0,0,0,0,0,1,0,1,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,9,2,KM Jadhav,TM Head,BCJ Cutting,0,1,0,0,0,0,0,1,1,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,9,3,KM Jadhav,TM Head,BCJ Cutting,0,0,0,0,0,0,0,0,0,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,9,4,KM Jadhav,TM Head,BCJ Cutting,0,0,0,0,0,0,1,0,1,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,9,5,TM Head,KM Jadhav,BCJ Cutting,0,0,0,0,0,0,1,0,1,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,9,6,KM Jadhav,TM Head,BCJ Cutting,0,0,0,0,0,0,6,0,6,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,9,7,KM Jadhav,TM Head,BCJ Cutting,0,0,0,0,0,0,1,0,1,,,
2,1,Mumbai Indians,Rising Pune Supergiant,1,4,JC Buttler,PA Patel,AB Dinda,0,0,0,0,0,0,5,0,5,,,
2,1,Mumbai Indians,Rising Pune Supergiant,1,5,PA Patel,JC Buttler,AB Dinda,0,0,0,0,0,0,4,0,4,,,
2,1,Mumbai Indians,Rising Pune Supergiant,1,6,PA Patel,JC Buttler,AB Dinda,0,0,0,0,0,0,0,0,0,,,
2,1,Mumbai Indians,Rising Pune Supergiant,1,7,PA Patel,JC Buttler,AB Dinda,0,0,0,0,0,0,0,0,0,,,
2,1,Mumbai Indians,Rising Pune Supergiant,2,1,JC Buttler,PA Patel,DL Chahar,0,0,0,0,0,0,4,0,4,,,
2,1,Mumbai Indians,Rising Pune Supergiant,2,2,JC Buttler,PA Patel,DL Chahar,0,0,0,0,0,0,0,0,0,,,
2,1,Mumbai Indians,Rising Pune Supergiant,2,3,JC Buttler,PA Patel,DL Chahar,0,0,0,0,0,0,4,0,4,,,
2,1,Mumbai Indians,Rising Pune Supergiant,2,4,JC Buttler,PA Patel,DL Chahar,0,0,0,0,0,0,0,0,0,,,
2,1,Mumbai Indians,Rising Pune Supergiant,2,5,JC Buttler,PA Patel,DL Chahar,0,0,0,0,0,0,0,0,0,,,
2,1,Mumbai Indians,Rising Pune Supergiant,2,6,JC Buttler,PA Patel,DL Chahar,0,0,0,0,0,0,0,0,0,,,
2,1,Mumbai Indians,Rising Pune Supergiant,3,1,PA Patel,JC Buttler,AB Dinda,0,0,0,0,0,0,0,0,0,,,
2,1,Mumbai Indians,Rising Pune Supergiant,3,2,PA Patel,JC Buttler,AB Dinda,0,0,0,0,0,0,4,0,4,,,
2,1,Mumbai Indians,Rising Pune Supergiant,3,3,PA Patel,JC Buttler,AB Dinda,0,0,0,0,0,0,0,0,0,,,
2,1,Mumbai Indians,Rising Pune Supergiant,3,4,PA Patel,JC Buttler,AB Dinda,0,0,0,0,0,0,0,0,0,,,
2,1,Mumbai Indians,Rising Pune Supergiant,3,5,PA Patel,JC Buttler,AB Dinda,0,0,0,0,0,0,4,0,4,,,
2,1,Mumbai Indians,Rising Pune Supergiant,3,6,PA Patel,JC Buttler,AB Dinda,0,0,0,0,0,0,1,0,1,,,
2,1,Mumbai Indians,Rising Pune Supergiant,4,1,PA Patel,JC Buttler,BA Stokes,0,0,0,0,0,0,1,0,1,,,
2,1,Mumbai Indians,Rising Pune Supergiant,4,2,JC Buttler,PA Patel,BA Stokes,0,0,0,0,0,0,0,0,0,,,
2,1,Mumbai Indians,Rising Pune Supergiant,4,3,JC Buttler,PA Patel,BA Stokes,0,0,0,0,0,0,0,0,0,,,
2,1,Mumbai Indians,Rising Pune Supergiant,4,4,JC Buttler,PA Patel,BA Stokes,0,0,0,0,0,0,6,0,6,,,
2,1,Mumbai Indians,Rising Pune Supergiant,4,5,JC Buttler,PA Patel,BA Stokes,0,0,0,0,0,0,6,0,6,,,
2,1,Mumbai Indians,Rising Pune Supergiant,4,6,JC Buttler,PA Patel,BA Stokes,0,0,0,0,0,0,0,0,0,,,
2,1,Mumbai Indians,Rising Pune Supergiant,5,1,PA Patel,JC Buttler,Imran Tahir,0,0,0,0,0,0,4,0,4,,,
2,1,Mumbai Indians,Rising Pune Supergiant,5,2,PA Patel,JC Buttler,Imran Tahir,0,0,0,0,0,0,0,0,0,PA Patel,bowled,
2,1,Mumbai Indians,Rising Pune Supergiant,5,3,RG Sharma,JC Buttler,Imran Tahir,0,0,0,0,0,0,0,0,0,,,
2,1,Mumbai Indians,Rising Pune Supergiant,5,4,RG Sharma,JC Buttler,Imran Tahir,0,0,0,0,0,0,1,0,1,,,
2,1,Mumbai Indians,Rising Pune Supergiant,5,5,JC Buttler,RG Sharma,Imran Tahir,0,0,0,0,0,0,1,0,1,,,
2,1,Mumbai Indians,Rising Pune Supergiant,5,6,RG Sharma,JC Buttler,Imran Tahir,0,0,0,0,0,0,1,0,1,,,
2,1,Mumbai Indians,Rising Pune Supergiant,6,1,RG Sharma,JC Buttler,DL Chahar,0,0,0,0,0,0,1,0,1,,,
2,1,Mumbai Indians,Rising Pune Supergiant,6,2,JC Buttler,RG Sharma,DL Chahar,0,0,0,0,0,0,0,0,0,,,
2,1,Mumbai Indians,Rising Pune Supergiant,6,3,JC Buttler,RG Sharma,DL Chahar,0,0,0,0,0,0,0,0,0,,,
2,1,Mumbai Indians,Rising Pune Supergiant,6,4,JC Buttler,RG Sharma,DL Chahar,0,0,0,0,0,0,4,0,4,,,
2,1,Mumbai Indians,Rising Pune Supergiant,6,5,JC Buttler,RG Sharma,DL Chahar,0,0,0,0,0,0,6,0,6,,,
2,1,Mumbai Indians,Rising Pune Supergiant,6,6,JC Buttler,RG Sharma,DL Chahar,0,0,0,0,0,0,2,0,2,,,
2,1,Mumbai Indians,Rising Pune Supergiant,7,1,RG Sharma,JC Buttler,Imran Tahir,0,0,0,0,0,0,0,0,0,,,
2,1,Mumbai Indians,Rising Pune Supergiant,7,2,RG Sharma,JC Buttler,Imran Tahir,0,0,0,0,0,0,0,0,0,,,
2,1,Mumbai Indians,Rising Pune Supergiant,7,3,RG Sharma,JC Buttler,Imran Tahir,0,0,0,0,0,0,0,0,0,RG Sharma,bowled,
2,1,Mumbai Indians,Rising Pune Supergiant,7,4,N Rana,JC Buttler,Imran Tahir,0,0,0,0,0,0,1,0,1,,,
2,1,Mumbai Indians,Rising Pune Supergiant,7,5,JC Buttler,N Rana,Imran Tahir,0,0,0,0,0,0,0,0,0,JC Buttler,lbw,
2,1,Mumbai Indians,Rising Pune Supergiant,7,6,AT Rayudu,N Rana,Imran Tahir,0,0,0,0,0,0,1,0,1,,,
2,1,Mumbai Indians,Rising Pune Supergiant,8,1,AT Rayudu,N Rana,BA Stokes,0,0,0,0,0,0,1,0,1,,,
2,1,Mumbai Indians,Rising Pune Supergiant,8,2,N Rana,AT Rayudu,BA Stokes,0,0,0,0,0,0,1,0,1,,,
2,2,Rising Pune Supergiant,Mumbai Indians,9,4,SPD Smith,AM Rahane,HH Pandya,0,0,0,0,0,0,0,0,0,,,
2,2,Rising Pune Supergiant,Mumbai Indians,9,5,SPD Smith,AM Rahane,HH Pandya,0,0,0,0,0,0,1,0,1,,,
2,2,Rising Pune Supergiant,Mumbai Indians,9,6,AM Rahane,SPD Smith,HH Pandya,0,0,0,0,0,0,1,0,1,,,
2,2,Rising Pune Supergiant,Mumbai Indians,10,1,AM Rahane,SPD Smith,KH Pandya,0,0,0,0,0,0,0,0,0,,,
2,2,Rising Pune Supergiant,Mumbai Indians,10,2,AM Rahane,SPD Smith,KH Pandya,0,0,0,0,0,0,6,0,6,,,
2,2,Rising Pune Supergiant,Mumbai Indians,10,3,AM Rahane,SPD Smith,KH Pandya,0,0,0,0,0,0,1,0,1,,,
2,2,Rising Pune Supergiant,Mumbai Indians,10,4,SPD Smith,AM Rahane,KH Pandya,0,0,0,0,0,0,2,0,2,,,
2,2,Rising Pune Supergiant,Mumbai Indians,10,5,SPD Smith,AM Rahane,KH Pandya,0,0,0,0,0,0,1,0,1,,,
2,2,Rising Pune Supergiant,Mumbai Indians,10,6,AM Rahane,SPD Smith,KH Pandya,0,0,0,0,0,0,1,0,1,,,
2,2,Rising Pune Supergiant,Mumbai Indians,11,1,AM Rahane,SPD Smith,TG Southee,0,0,0,0,0,0,0,0,0,AM Rahane,caught,N Rana
2,2,Rising Pune Supergiant,Mumbai Indians,11,2,SPD Smith,BA Stokes,TG Southee,0,0,0,0,0,0,0,0,0,,,
2,2,Rising Pune Supergiant,Mumbai Indians,11,3,SPD Smith,BA Stokes,TG Southee,0,0,0,0,0,0,1,0,1,,,
2,2,Rising Pune Supergiant,Mumbai Indians,11,4,BA Stokes,SPD Smith,TG Southee,0,0,0,0,0,0,0,0,0,,,
2,2,Rising Pune Supergiant,Mumbai Indians,11,5,BA Stokes,SPD Smith,TG Southee,0,0,0,0,0,0,2,0,2,,,
2,2,Rising Pune Supergiant,Mumbai Indians,11,6,BA Stokes,SPD Smith,TG Southee,0,0,0,0,0,0,1,0,1,,,
2,2,Rising Pune Supergiant,Mumbai Indians,12,1,BA Stokes,SPD Smith,JJ Bumrah,0,0,0,0,0,0,0,0,0,,,
2,2,Rising Pune Supergiant,Mumbai Indians,12,2,BA Stokes,SPD Smith,JJ Bumrah,0,0,0,0,0,0,1,0,1,,,
2,2,Rising Pune Supergiant,Mumbai Indians,12,3,SPD Smith,BA Stokes,JJ Bumrah,0,0,0,0,0,0,1,0,1,,,
2,2,Rising Pune Supergiant,Mumbai Indians,12,4,BA Stokes,SPD Smith,JJ Bumrah,0,0,0,0,0,0,4,0,4,,,
2,2,Rising Pune Supergiant,Mumbai Indians,12,5,BA Stokes,SPD Smith,JJ Bumrah,0,0,0,0,0,0,1,0,1,,,
2,2,Rising Pune Supergiant,Mumbai Indians,12,6,SPD Smith,BA Stokes,JJ Bumrah,0,0,0,0,0,0,1,0,1,,,
2,2,Rising Pune Supergiant,Mumbai Indians,13,1,SPD Smith,BA Stokes,MJ McClenaghan,0,0,0,0,0,0,0,0,0,,,
2,2,Rising Pune Supergiant,Mumbai Indians,13,2,SPD Smith,BA Stokes,MJ McClenaghan,0,0,0,0,0,0,0,0,0,,,
2,2,Rising Pune Supergiant,Mumbai Indians,13,3,SPD Smith,BA Stokes,MJ McClenaghan,0,0,0,0,0,0,4,0,4,,,
2,2,Rising Pune Supergiant,Mumbai Indians,13,4,SPD Smith,BA Stokes,MJ McClenaghan,0,0,0,0,0,0,0,0,0,,,
2,2,Rising Pune Supergiant,Mumbai Indians,13,5,SPD Smith,BA Stokes,MJ McClenaghan,0,0,0,0,0,0,4,0,4,,,
2,2,Rising Pune Supergiant,Mumbai Indians,13,6,SPD Smith,BA Stokes,MJ McClenaghan,0,0,0,0,0,0,1,0,1,,,
2,2,Rising Pune Supergiant,Mumbai Indians,14,1,SPD Smith,BA Stokes,KA Pollard,0,0,0,0,0,0,4,0,4,,,
2,2,Rising Pune Supergiant,Mumbai Indians,14,2,SPD Smith,BA Stokes,KA Pollard,0,0,0,0,0,0,1,0,1,,,
2,2,Rising Pune Supergiant,Mumbai Indians,14,3,BA Stokes,SPD Smith,KA Pollard,0,0,0,0,0,0,1,0,1,,,
2,2,Rising Pune Supergiant,Mumbai Indians,14,4,SPD Smith,BA Stokes,KA Pollard,0,0,0,0,0,0,6,0,6,,,
2,2,Rising Pune Supergiant,Mumbai Indians,14,5,SPD Smith,BA Stokes,KA Pollard,0,0,0,0,0,0,1,0,1,,,
2,2,Rising Pune Supergiant,Mumbai Indians,14,6,BA Stokes,SPD Smith,KA Pollard,0,1,0,0,0,0,0,1,1,,,
2,2,Rising Pune Supergiant,Mumbai Indians,14,7,BA Stokes,SPD Smith,KA Pollard,0,0,0,0,0,0,1,0,1,,,
2,2,Rising Pune Supergiant,Mumbai Indians,15,1,BA Stokes,SPD Smith,TG Southee,0,0,0,0,0,0,4,0,4,,,
2,2,Rising Pune Supergiant,Mumbai Indians,15,2,BA Stokes,SPD Smith,TG Southee,0,0,0,0,0,0,1,0,1,,,
2,2,Rising Pune Supergiant,Mumbai Indians,15,3,SPD Smith,BA Stokes,TG Southee,0,0,0,0,0,0,2,0,2,,,
2,2,Rising Pune Supergiant,Mumbai Indians,15,4,SPD Smith,BA Stokes,TG Southee,0,0,0,0,0,0,1,0,1,,,
2,2,Rising Pune Supergiant,Mumbai Indians,15,5,BA Stokes,SPD Smith,TG Southee,0,0,0,0,0,0,1,0,1,,,
2,2,Rising Pune Supergiant,Mumbai Indians,15,6,SPD Smith,BA Stokes,TG Southee,0,1,0,0,0,0,0,1,1,,,
2,2,Rising Pune Supergiant,Mumbai Indians,15,7,SPD Smith,BA Stokes,TG Southee,0,0,0,0,0,0,0,0,0,,,
2,2,Rising Pune Supergiant,Mumbai Indians,16,1,BA Stokes,SPD Smith,HH Pandya,0,0,0,0,0,0,4,0,4,,,
3,1,Gujarat Lions,Kolkata Knight Riders,12,1,SK Raina,KD Karthik,TA Boult,0,0,0,0,0,0,0,0,0,,,
3,1,Gujarat Lions,Kolkata Knight Riders,12,2,SK Raina,KD Karthik,TA Boult,0,0,0,0,0,0,0,0,0,,,
3,1,Gujarat Lions,Kolkata Knight Riders,12,3,SK Raina,KD Karthik,TA Boult,0,0,0,0,0,0,1,0,1,,,
3,1,Gujarat Lions,Kolkata Knight Riders,12,4,KD Karthik,SK Raina,TA Boult,0,0,0,0,0,0,1,0,1,,,
3,1,Gujarat Lions,Kolkata Knight Riders,12,5,SK Raina,KD Karthik,TA Boult,0,0,0,0,0,0,4,0,4,,,
3,1,Gujarat Lions,Kolkata Knight Riders,12,6,SK Raina,KD Karthik,TA Boult,0,0,0,0,0,0,1,0,1,,,
3,1,Gujarat Lions,Kolkata Knight Riders,13,1,SK Raina,KD Karthik,SP Narine,0,0,0,0,0,0,1,0,1,,,
3,1,Gujarat Lions,Kolkata Knight Riders,13,2,KD Karthik,SK Raina,SP Narine,0,0,0,0,0,0,4,0,4,,,
3,1,Gujarat Lions,Kolkata Knight Riders,13,3,KD Karthik,SK Raina,SP Narine,0,0,0,0,0,0,1,0,1,,,
3,1,Gujarat Lions,Kolkata Knight Riders,13,4,SK Raina,KD Karthik,SP Narine,0,0,0,0,0,0,1,0,1,,,
3,1,Gujarat Lions,Kolkata Knight Riders,13,5,KD Karthik,SK Raina,SP Narine,0,0,0,0,0,0,0,0,0,,,
3,1,Gujarat Lions,Kolkata Knight Riders,13,6,KD Karthik,SK Raina,SP Narine,0,0,0,0,0,0,0,0,0,,,
3,1,Gujarat Lions,Kolkata Knight Riders,14,1,SK Raina,KD Karthik,PP Chawla,0,0,0,0,0,0,0,0,0,,,
3,1,Gujarat Lions,Kolkata Knight Riders,14,2,SK Raina,KD Karthik,PP Chawla,0,0,0,0,0,0,2,0,2,,,
3,1,Gujarat Lions,Kolkata Knight Riders,14,3,SK Raina,KD Karthik,PP Chawla,0,0,0,0,0,0,2,0,2,,,
3,1,Gujarat Lions,Kolkata Knight Riders,14,4,SK Raina,KD Karthik,PP Chawla,0,0,0,0,0,0,1,0,1,,,
3,1,Gujarat Lions,Kolkata Knight Riders,14,5,KD Karthik,SK Raina,PP Chawla,0,0,0,0,0,0,1,0,1,,,
3,1,Gujarat Lions,Kolkata Knight Riders,14,6,SK Raina,KD Karthik,PP Chawla,0,0,0,0,0,0,1,0,1,,,
3,1,Gujarat Lions,Kolkata Knight Riders,15,1,SK Raina,KD Karthik,SP Narine,0,0,0,0,0,0,1,0,1,,,
3,1,Gujarat Lions,Kolkata Knight Riders,15,2,KD Karthik,SK Raina,SP Narine,0,0,0,0,0,0,1,0,1,,,
